endpoint,model,subset_key,n_modalities,mean_weighted_f1,std_weighted_f1,mean_auc,std_auc,mean_acc,std_acc,mean_threshold,n_folds
surv,et,semantic+temporal+pathological+spatial,4,0.650072001533565,0.07004047053745871,0.6465714285714286,0.07767432755370467,0.6655737704918032,0.05387434991854094,0.538,5
surv,et,clinical+semantic+pathological,3,0.7921425574407716,0.04613793967416875,0.8294578754578754,0.027292296609972993,0.7934426229508197,0.04578439358612768,0.584,5
surv,et,clinical+temporal+pathological,3,0.7862223841512522,0.04343202073332718,0.8162954822954823,0.04009008864795995,0.7868852459016393,0.04337297231253425,0.6,5
surv,et,clinical+semantic+temporal,3,0.7834084178020493,0.027197699585796584,0.8028693528693529,0.052397367863636676,0.7868852459016393,0.025920308689904758,0.5700000000000001,5
surv,et,clinical+pathological+spatial,3,0.7782575318617386,0.03447803570778846,0.8210793650793651,0.02532480395603544,0.780327868852459,0.03591623327902728,0.588,5
surv,et,clinical+semantic+spatial,3,0.7745336866203413,0.034342547013907467,0.8063711843711843,0.0420413118410696,0.780327868852459,0.029780167417352434,0.562,5
surv,et,clinical+temporal+spatial,3,0.7726097087412873,0.043523538939947634,0.8042051282051282,0.05032928939480564,0.7770491803278688,0.03948063796325342,0.5640000000000001,5
surv,et,semantic+pathological+spatial,3,0.6764268179749025,0.044330784149801024,0.6906227106227105,0.03939600127103611,0.6786885245901639,0.04722905013405877,0.5780000000000001,5
surv,et,temporal+pathological+spatial,3,0.6512417036705617,0.06183782804934887,0.6534969474969474,0.07529267650646565,0.6622950819672131,0.05261248044551215,0.5519999999999999,5
surv,et,semantic+temporal+pathological,3,0.6224523319648427,0.05200288458343129,0.6379975579975581,0.060738339707233725,0.6327868852459015,0.05978551648790319,0.5780000000000001,5
surv,et,semantic+temporal+spatial,3,0.5726077294784394,0.05567377294352456,0.520021978021978,0.058966996104889924,0.6032786885245901,0.0510570868931063,0.528,5
surv,et,clinical+pathological,2,0.7999363121243768,0.032639661112357915,0.8314969474969475,0.03569243730232097,0.8032786885245902,0.030669322842409336,0.562,5
surv,et,clinical+semantic,2,0.7978064798880832,0.02287180716563782,0.8213846153846154,0.04321065324038643,0.8,0.02431540487572354,0.568,5
surv,et,clinical+temporal,2,0.778120240797745,0.018096981137552218,0.8067912087912088,0.04208138186372506,0.780327868852459,0.0186914004114613,0.548,5
surv,et,clinical+spatial,2,0.7757010756197197,0.024565494856408757,0.819133089133089,0.0355609033232274,0.7770491803278688,0.02486188670180831,0.594,5
surv,et,pathological+spatial,2,0.6625069132128462,0.032345955148238466,0.6744200244200245,0.04119042144716585,0.6655737704918032,0.029780167417352395,0.56,5
surv,et,temporal+pathological,2,0.6477901191460702,0.04725436389851547,0.64401221001221,0.05028407214507968,0.6524590163934426,0.05362435158621683,0.548,5
surv,et,semantic+pathological,2,0.6465913024822294,0.03990697109300503,0.655980463980464,0.043973076506020684,0.6491803278688525,0.04429264290526652,0.5700000000000001,5
surv,et,temporal+spatial,2,0.5721740689362188,0.04682828340423823,0.5396532356532356,0.08284216849523787,0.5967213114754099,0.044292642905266556,0.528,5
surv,et,semantic+temporal,2,0.5590870577946335,0.048463656923907965,0.5089255189255188,0.061112188168630927,0.580327868852459,0.04429264290526651,0.5860000000000001,5
surv,et,semantic+spatial,2,0.543009240738533,0.08369582726867532,0.5116507936507937,0.10628996301797312,0.5442622950819672,0.0854977364616741,0.5780000000000001,5
surv,et,clinical,1,0.7880140947636078,0.02046263806425079,0.8155873015873016,0.0356848480789728,0.7901639344262295,0.017958116639513633,0.542,5
surv,et,pathological,1,0.641419715337385,0.028284435448805663,0.6497069597069597,0.03817573716777002,0.6426229508196721,0.026937174959270418,0.592,5
surv,et,spatial,1,0.5818960710330191,0.06080295680849786,0.5422002442002442,0.08899123741790137,0.6,0.05131959292622469,0.558,5
surv,et,temporal,1,0.5538940044245431,0.03427149093870299,0.4831306471306471,0.03143424733838808,0.5836065573770493,0.037740539125315824,0.476,5
surv,et,semantic,1,0.48846981972996417,0.03206219513784458,0.43731135531135534,0.03345618699186142,0.5311475409836065,0.06818568637077188,0.5640000000000001,5
surv,lgbm,clinical+semantic+temporal+pathological+spatial,5,0.7845756447489014,0.04873839687266516,0.82007326007326,0.048064442824574734,0.7868852459016393,0.05052798363089327,0.5740000000000001,5
surv,lgbm,clinical+temporal+pathological+spatial,4,0.8048446988340375,0.023903874913697637,0.8275164835164835,0.031591005907621754,0.8065573770491803,0.024315404875723513,0.58,5
surv,lgbm,clinical+semantic+temporal+pathological,4,0.7863276676166235,0.04750477995579613,0.8118656898656897,0.0476653780439868,0.7868852459016393,0.047794687662666376,0.674,5
surv,lgbm,clinical+semantic+temporal+spatial,4,0.7863207901732855,0.06358700541006738,0.8126202686202687,0.06012922981087333,0.7901639344262296,0.06391340553973093,0.524,5
surv,lgbm,clinical+semantic+pathological+spatial,4,0.7815729114074104,0.04848086853406005,0.8094554334554335,0.04636917808948185,0.7868852459016393,0.051840617379809495,0.32999999999999996,5
surv,lgbm,semantic+temporal+pathological+spatial,4,0.6650299272778964,0.061496589370661464,0.6576874236874237,0.07816456519448933,0.6655737704918032,0.06199236197111156,0.662,5
surv,lgbm,clinical+pathological+spatial,3,0.802354830223474,0.04368443309726654,0.8187203907203907,0.03830799963885707,0.8065573770491803,0.04243337411654031,0.426,5
surv,lgbm,clinical+semantic+spatial,3,0.7957893307633604,0.0750891357794294,0.8228058608058607,0.06654812549992752,0.8,0.07276177383990864,0.48200000000000004,5
surv,lgbm,clinical+temporal+pathological,3,0.7898568975051836,0.03832038415754061,0.818964590964591,0.044536225323207085,0.7934426229508197,0.03774053912531586,0.42800000000000005,5
surv,lgbm,clinical+temporal+spatial,3,0.7891810202368192,0.04852785195499559,0.8134847374847375,0.05824073983592404,0.7901639344262296,0.04972377340361674,0.646,5
surv,lgbm,clinical+semantic+temporal,3,0.7865230716024114,0.03229155246326616,0.8149450549450549,0.037904663851676505,0.7901639344262296,0.03359655988839212,0.42400000000000004,5
surv,lgbm,clinical+semantic+pathological,3,0.7789177047184932,0.039422895034646785,0.8070012210012211,0.05174504179786605,0.780327868852459,0.03948063796325343,0.68,5
surv,lgbm,temporal+pathological+spatial,3,0.6657618673391085,0.029891357344872388,0.6693626373626373,0.04430714765193169,0.6688524590163935,0.029325481672128364,0.678,5
surv,lgbm,semantic+pathological+spatial,3,0.6593112797968815,0.06626205984624259,0.6527985347985348,0.08093744321173973,0.659016393442623,0.06798833230599255,0.666,5
surv,lgbm,semantic+temporal+pathological,3,0.6353638772030884,0.026498723323354827,0.6306593406593406,0.04430633050431822,0.6524590163934426,0.043988222508192565,0.44800000000000006,5
surv,lgbm,semantic+temporal+spatial,3,0.5963567837306729,0.038812574692507464,0.5664884004884005,0.06470774945342535,0.6032786885245902,0.04398822250819259,0.612,5
surv,lgbm,clinical+pathological,2,0.7851572555913335,0.031477431162291895,0.822957264957265,0.04631244948021674,0.7868852459016393,0.032786885245901676,0.5980000000000001,5
surv,lgbm,clinical+spatial,2,0.7821532409795273,0.0701025852682145,0.8092991452991452,0.05890253692633858,0.7836065573770492,0.0727617738399087,0.524,5
surv,lgbm,clinical+temporal,2,0.7806543224157976,0.02962634087587877,0.8193968253968255,0.04265245779220311,0.780327868852459,0.02978016741735234,0.748,5
surv,lgbm,clinical+semantic,2,0.7760201821519179,0.03281752479061137,0.8044004884004885,0.05037686987185118,0.780327868852459,0.03399416615299627,0.358,5
surv,lgbm,pathological+spatial,2,0.6603544556510476,0.06479726954144832,0.666068376068376,0.0443560133405897,0.6688524590163933,0.06067788696171063,0.588,5
surv,lgbm,semantic+pathological,2,0.6469544466689997,0.03459921034008834,0.6311697191697192,0.029960898752024793,0.6557377049180328,0.04489529159878409,0.44800000000000006,5
surv,lgbm,temporal+pathological,2,0.6380432767718431,0.05056069909612776,0.6263614163614163,0.04919314820029248,0.6688524590163935,0.024315404875723506,0.35,5
surv,lgbm,semantic+spatial,2,0.5980494613811101,0.05858967669547618,0.5678876678876679,0.08350393384064622,0.6163934426229508,0.06412330234625556,0.41600000000000004,5
surv,lgbm,semantic+temporal,2,0.575013687865965,0.043206501816700965,0.5080989010989011,0.07180914440998364,0.580327868852459,0.044292642905266556,0.65,5
surv,lgbm,temporal+spatial,2,0.5723123122998006,0.05937844472883467,0.519992673992674,0.08647353379573769,0.5770491803278689,0.06391340553973097,0.562,5
surv,lgbm,clinical,1,0.7859124339355776,0.055894516920400344,0.817909645909646,0.056575822102507355,0.7868852459016393,0.05678855106783205,0.63,5
surv,lgbm,pathological,1,0.6296660509336494,0.019681745850714947,0.6173113553113553,0.0343599315342323,0.6426229508196721,0.021374434115418464,0.43599999999999994,5
surv,lgbm,spatial,1,0.5793377325688662,0.07822468329021279,0.5321318681318681,0.09367487213801386,0.5836065573770491,0.08081152487781135,0.534,5
surv,lgbm,semantic,1,0.556607536636611,0.031068913160386694,0.5195335775335775,0.04297943410713412,0.5868852459016394,0.021374434115418537,0.53,5
surv,lgbm,temporal,1,0.5480808106186876,0.06601669475839139,0.4741526251526252,0.06976496553229167,0.5475409836065573,0.06516264562082551,0.654,5
surv,rf,clinical+semantic+temporal+pathological+spatial,5,0.7879201087057387,0.0350196540454408,0.829054945054945,0.030105387269302942,0.7901639344262296,0.03554013670275212,0.5800000000000001,5
surv,rf,clinical+temporal+pathological+spatial,4,0.7980514788615078,0.03991202928656726,0.8345494505494505,0.024180895115741077,0.8,0.04081934294422534,0.558,5
surv,rf,clinical+semantic+temporal+pathological,4,0.7903853432028003,0.045089720999281026,0.8268620268620268,0.034721852833843984,0.7934426229508197,0.04429264290526651,0.542,5
surv,rf,clinical+semantic+pathological+spatial,4,0.7827584874783351,0.047446065858628456,0.8272649572649573,0.027227286893511077,0.7836065573770492,0.049723773403616695,0.584,5
surv,rf,clinical+semantic+temporal+spatial,4,0.7813964291894435,0.033342855018057276,0.8147496947496947,0.04147747527710238,0.7868852459016393,0.03477574333704327,0.532,5
surv,rf,semantic+temporal+pathological+spatial,4,0.6592875119284102,0.04598739268490786,0.6587228327228327,0.06618328042855855,0.6688524590163935,0.03913880782397807,0.548,5
surv,rf,clinical+temporal+pathological,3,0.7911036924267238,0.03997675064177913,0.8292527472527473,0.02593130703738469,0.7934426229508197,0.04114721441970864,0.542,5
surv,rf,clinical+semantic+temporal,3,0.7869946720704311,0.025553635110744564,0.8165006105006105,0.03845532015550252,0.7901639344262295,0.026937174959270498,0.518,5
surv,rf,clinical+semantic+spatial,3,0.7800356426418938,0.019919529721147983,0.8151672771672771,0.03482299806315354,0.7836065573770492,0.021374434115418537,0.54,5
surv,rf,clinical+semantic+pathological,3,0.7797242036311098,0.03447425854825944,0.827015873015873,0.025773218167993023,0.7836065573770492,0.03554013670275214,0.532,5
surv,rf,clinical+temporal+spatial,3,0.7749657189986031,0.02450325711549089,0.808971916971917,0.030912633636990546,0.7770491803278688,0.024861886701808337,0.568,5
surv,rf,clinical+pathological+spatial,3,0.7739850329745076,0.02985984706605017,0.8224322344322343,0.029970541865281367,0.7770491803278688,0.02978016741735238,0.55,5
surv,rf,temporal+pathological+spatial,3,0.6677007004860502,0.041561429810526525,0.6733724053724053,0.06181023577875589,0.6754098360655737,0.03913880782397814,0.552,5
surv,rf,semantic+pathological+spatial,3,0.6546598393341663,0.024772452260126955,0.6694627594627593,0.043447668991713415,0.6622950819672131,0.03399416615299626,0.552,5
surv,rf,semantic+temporal+pathological,3,0.6532178130300519,0.040259875279500444,0.6461709401709401,0.04018314610201551,0.6622950819672131,0.041147214419708644,0.548,5
surv,rf,semantic+temporal+spatial,3,0.5642500514675342,0.028720435214063644,0.5355018315018315,0.05516308025170038,0.5672131147540983,0.02486188670180838,0.5780000000000001,5
surv,rf,clinical+spatial,2,0.797399166218083,0.03552880831155698,0.8249328449328448,0.045512858592319426,0.8,0.0355401367027522,0.552,5
surv,rf,clinical+semantic,2,0.7888523301679912,0.033409201560219946,0.8191599511599511,0.040604558899900285,0.7901639344262296,0.03554013670275212,0.542,5
surv,rf,clinical+temporal,2,0.7853111300081062,0.030407091547467503,0.8098925518925519,0.0417654818106486,0.7868852459016393,0.0306693228424093,0.542,5
surv,rf,clinical+pathological,2,0.783851385794491,0.03953066347616717,0.8312503052503052,0.030168174879167245,0.7868852459016393,0.0401555695538226,0.5599999999999999,5
surv,rf,semantic+pathological,2,0.6598932063120136,0.038126522666369234,0.6635189255189256,0.04283516476555642,0.6655737704918032,0.044292642905266535,0.53,5
surv,rf,temporal+pathological,2,0.6547424276331275,0.04446382037796631,0.6495335775335775,0.04753069619073415,0.6622950819672131,0.048630809751446985,0.52,5
surv,rf,pathological+spatial,2,0.6540935632784185,0.04603746510153114,0.6692991452991454,0.04203932347307634,0.6557377049180328,0.05052798363089326,0.56,5
surv,rf,temporal+spatial,2,0.5926097187046213,0.05954791795962256,0.5662832722832724,0.09783644675842758,0.6131147540983607,0.04429264290526652,0.55,5
surv,rf,semantic+spatial,2,0.5638810581358966,0.06444044968487583,0.5246593406593407,0.08340040308855946,0.580327868852459,0.05261248044551217,0.5660000000000001,5
surv,rf,semantic+temporal,2,0.5325717326642981,0.06633580922129619,0.4844786324786325,0.08975020176152394,0.5672131147540984,0.04429264290526652,0.548,5
surv,rf,clinical,1,0.7777294664335599,0.02457211822134595,0.8098290598290598,0.03768040233568403,0.780327868852459,0.024861886701808323,0.514,5
surv,rf,pathological,1,0.6509320754722802,0.03295030191217364,0.6519242979242978,0.03875310306149137,0.6557377049180328,0.032786885245901606,0.5660000000000001,5
surv,rf,spatial,1,0.5903017495368934,0.055262032342949324,0.5548840048840049,0.0814803555137846,0.6065573770491803,0.05052798363089324,0.556,5
surv,rf,temporal,1,0.55868256550616,0.02713146648294275,0.5135579975579976,0.03735388742539521,0.5672131147540983,0.021994111254096244,0.514,5
surv,rf,semantic,1,0.5318096962428899,0.07024710943101274,0.4652771672771673,0.09116495719292117,0.5704918032786885,0.05362435158621683,0.546,5
surv,voting,clinical+semantic+temporal+pathological+spatial,5,0.7912216993845271,0.03846265975436464,0.8251159951159952,0.04115198907070245,0.7934426229508197,0.039480637963253434,0.5660000000000001,5
surv,voting,clinical+temporal+pathological+spatial,4,0.7981582359310638,0.03472366064266475,0.8317338217338218,0.03459572457354982,0.8,0.03738280082292261,0.5980000000000001,5
surv,voting,clinical+semantic+temporal+pathological,4,0.7915523204002669,0.03993887548396659,0.8266544566544567,0.03949588297547842,0.7934426229508197,0.04114721441970868,0.5680000000000001,5
surv,voting,clinical+semantic+temporal+spatial,4,0.7911543442876023,0.06611069033203713,0.8216556776556777,0.053279059915768444,0.7934426229508197,0.06719311977678424,0.5700000000000001,5
surv,voting,clinical+semantic+pathological+spatial,4,0.7812342305498333,0.03767782603749642,0.8257582417582418,0.038710423677360925,0.7836065573770492,0.03913880782397809,0.5720000000000001,5
surv,voting,semantic+temporal+pathological+spatial,4,0.6788529291322224,0.06120985169662989,0.671072039072039,0.060803628637356236,0.6786885245901639,0.06306683298908633,0.642,5
surv,voting,clinical+semantic+spatial,3,0.8020127045154851,0.059653148014635844,0.8276068376068375,0.051764519207621526,0.8032786885245902,0.06133864568481873,0.612,5
surv,voting,clinical+temporal+spatial,3,0.8011934565269085,0.04884988806280668,0.824080586080586,0.053396163630835415,0.8032786885245902,0.04779468766266638,0.592,5
surv,voting,clinical+temporal+pathological,3,0.7989035545293579,0.036236896402634645,0.831067155067155,0.036431919052613095,0.8032786885245902,0.03665685209016048,0.48200000000000004,5
surv,voting,clinical+pathological+spatial,3,0.7932177331996367,0.04301586046202598,0.827982905982906,0.03566741275661035,0.7934426229508197,0.04429264290526656,0.636,5
surv,voting,clinical+semantic+temporal,3,0.7886666531012537,0.040396708083680996,0.8194285714285714,0.046879154016663795,0.7934426229508197,0.037740539125315845,0.44399999999999995,5
surv,voting,clinical+semantic+pathological,3,0.7876676724441016,0.03491403474263398,0.8274945054945055,0.03552498006086102,0.7901639344262295,0.03554013670275216,0.5780000000000001,5
surv,voting,temporal+pathological+spatial,3,0.6784983769541065,0.04128176528910265,0.6788498168498169,0.052233880240781266,0.6786885245901639,0.04114721441970865,0.612,5
surv,voting,semantic+pathological+spatial,3,0.6769894612917078,0.04377484337555739,0.675015873015873,0.06290732570859947,0.6754098360655737,0.043988222508192606,0.654,5
surv,voting,semantic+temporal+pathological,3,0.6458862458968807,0.03056426679304709,0.6361733821733822,0.03275139259933604,0.6655737704918032,0.044292642905266556,0.4800000000000001,5
surv,voting,semantic+temporal+spatial,3,0.6047924670621289,0.03445653585773352,0.5593821733821734,0.06550212014783245,0.6196721311475409,0.046943675617299514,0.536,5
surv,voting,clinical+spatial,2,0.8005112297966275,0.05537095266640995,0.8236410256410256,0.05238182358227093,0.8032786885245902,0.055592868714141534,0.558,5
surv,voting,clinical+pathological,2,0.7941834837258124,0.03749034322695782,0.8303980463980464,0.03733968326953949,0.7967213114754098,0.039480637963253434,0.542,5
surv,voting,clinical+temporal,2,0.7826915774302389,0.04290470403771799,0.8183003663003662,0.044053501883734386,0.7836065573770492,0.04243337411654028,0.586,5
surv,voting,clinical+semantic,2,0.7815518931424892,0.04460917003216649,0.8218021978021979,0.038713346682987766,0.7868852459016393,0.041795241914694956,0.446,5
surv,voting,pathological+spatial,2,0.6701872975201287,0.04062333523007725,0.6801831501831501,0.04167225829816145,0.6721311475409836,0.03844603081822482,0.576,5
surv,voting,semantic+pathological,2,0.6477944686784325,0.02857500426432327,0.6467594627594628,0.03859397958051955,0.6557377049180328,0.030669322842409353,0.536,5
surv,voting,temporal+pathological,2,0.640838941077522,0.0303292447853503,0.6336336996336996,0.042876962672640385,0.6491803278688525,0.03774053912531588,0.512,5
surv,voting,semantic+spatial,2,0.6040252452710295,0.07076732600122972,0.5605396825396826,0.08470505443962739,0.6163934426229508,0.07386151033487745,0.53,5
surv,voting,temporal+spatial,2,0.5861816280365166,0.06514281175785837,0.5406324786324787,0.07803190609836899,0.6,0.06618566963339784,0.516,5
surv,voting,semantic+temporal,2,0.584419207798829,0.03377944775027803,0.5273943833943834,0.051122815602403684,0.5901639344262295,0.030669322842409384,0.606,5
surv,voting,clinical,1,0.7851964429040414,0.04154620333144357,0.8143345543345543,0.04956651336099796,0.7868852459016393,0.041795241914694956,0.508,5
surv,voting,pathological,1,0.6302844002684199,0.02973006786378336,0.6300708180708181,0.022161051742542785,0.6459016393442623,0.03399416615299622,0.48,5
surv,voting,spatial,1,0.5857025673110653,0.06683531484165021,0.5483956043956044,0.09384693726306625,0.5868852459016394,0.06598233376228885,0.586,5
surv,voting,temporal,1,0.5394523842205896,0.02478434718250958,0.4963272283272283,0.047106577929144015,0.5639344262295082,0.03399416615299629,0.522,5
surv,voting,semantic,1,0.5366917401827125,0.034960677051505615,0.5152967032967033,0.05782722200765946,0.5704918032786885,0.031533416494543186,0.55,5
surv,xgb,clinical+semantic+temporal+pathological+spatial,5,0.7794376523616514,0.05838508963180583,0.8178656898656899,0.06209993928576931,0.7836065573770492,0.056074201234383836,0.5660000000000001,5
surv,xgb,clinical+semantic+temporal+pathological,4,0.7887335368594318,0.04559146329773865,0.8154432234432234,0.05583421800315647,0.7934426229508197,0.04274886823083704,0.46799999999999997,5
surv,xgb,clinical+temporal+pathological+spatial,4,0.7834775468045297,0.04985949172930539,0.8228986568986569,0.04066070243789783,0.7901639344262296,0.04548995713282496,0.4720000000000001,5
surv,xgb,clinical+semantic+temporal+spatial,4,0.7823028735641628,0.06562193928426678,0.8062148962148962,0.05874480764865699,0.7836065573770492,0.06699284177607395,0.6060000000000001,5
surv,xgb,clinical+semantic+pathological+spatial,4,0.7787014867867597,0.05992827962468299,0.8194212454212455,0.06311067451804073,0.7836065573770492,0.057259833431386804,0.534,5
surv,xgb,semantic+temporal+pathological+spatial,4,0.6627875240926796,0.03994552988504999,0.6727155067155067,0.0477221259989067,0.6721311475409836,0.025920308689904737,0.608,5
surv,xgb,clinical+pathological+spatial,3,0.7875876042507429,0.041993130724737496,0.8273284493284493,0.0445686205547896,0.7934426229508197,0.039480637963253434,0.488,5
surv,xgb,clinical+semantic+spatial,3,0.7861823046629468,0.06063418607942407,0.8101465201465201,0.052068827943379685,0.7868852459016393,0.06133864568481874,0.6,5
surv,xgb,clinical+temporal+spatial,3,0.7852704311296403,0.04475519876452999,0.807103785103785,0.05837381480511214,0.7868852459016393,0.04337297231253428,0.628,5
surv,xgb,clinical+semantic+pathological,3,0.7839559188545739,0.04480091134084003,0.810119658119658,0.051052937082542396,0.7901639344262296,0.03913880782397811,0.46799999999999997,5
surv,xgb,clinical+semantic+temporal,3,0.7805711925047126,0.04915021255070298,0.8128547008547009,0.06069449164780454,0.7868852459016393,0.04779468766266638,0.40599999999999997,5
surv,xgb,clinical+temporal+pathological,3,0.7791131162212785,0.037492704064055374,0.82201221001221,0.03900516483988715,0.7868852459016393,0.030669322842409343,0.41400000000000003,5
surv,xgb,temporal+pathological+spatial,3,0.6731576627447131,0.04878517430054169,0.6737802197802198,0.04586456818468268,0.6721311475409836,0.047794687662666396,0.666,5
surv,xgb,semantic+temporal+pathological,3,0.6623964827698888,0.031305449144555866,0.6427545787545788,0.03422864172191741,0.6754098360655737,0.03738280082292253,0.5660000000000001,5
surv,xgb,semantic+pathological+spatial,3,0.6619061892441184,0.033284127478291015,0.6568864468864469,0.04071408386135674,0.6622950819672131,0.029780167417352375,0.646,5
surv,xgb,semantic+temporal+spatial,3,0.6123506843849895,0.043990581986100306,0.5546007326007325,0.07725765387376464,0.6229508196721312,0.044895291598784096,0.514,5
surv,xgb,clinical+spatial,2,0.7975666566399132,0.03169268822315055,0.8139096459096459,0.051568364211643195,0.8,0.03153341649454322,0.5660000000000001,5
surv,xgb,clinical+semantic,2,0.7852648360487618,0.048709277718480146,0.8165128205128205,0.040723454640869336,0.7901639344262295,0.04548995713282492,0.506,5
surv,xgb,clinical+pathological,2,0.7821513918944125,0.03906629716354035,0.8189279609279609,0.04451472425067683,0.7836065573770492,0.039138807823978085,0.604,5
surv,xgb,clinical+temporal,2,0.7750379124907352,0.058029512098959034,0.8035579975579974,0.0630573131031221,0.7770491803278687,0.05978551648790316,0.49800000000000005,5
surv,xgb,pathological+spatial,2,0.664157877529157,0.030513842731567438,0.6737875457875457,0.02659354029774966,0.6655737704918032,0.029780167417352354,0.64,5
surv,xgb,semantic+pathological,2,0.6466261318381775,0.028672616105344294,0.642942612942613,0.045833915470328446,0.6655737704918032,0.033994166152996226,0.438,5
surv,xgb,temporal+pathological,2,0.6319132217454649,0.03481182858851497,0.6293772893772893,0.03727540552234305,0.6426229508196721,0.04548995713282495,0.418,5
surv,xgb,semantic+spatial,2,0.6010534882944292,0.08049103064049636,0.5546398046398047,0.09300910421070661,0.6229508196721312,0.07947016159698901,0.47800000000000004,5
surv,xgb,semantic+temporal,2,0.5812882625673916,0.03844773089118405,0.5376984126984127,0.058341528033591446,0.5901639344262295,0.03477574333704336,0.5599999999999999,5
surv,xgb,temporal+spatial,2,0.5771553373200277,0.0518799002886531,0.5470085470085471,0.07929122091623446,0.5934426229508196,0.057259833431386783,0.52,5
surv,xgb,clinical,1,0.7700634745747592,0.048559769815080485,0.8,0.060024670880533974,0.7737704918032786,0.05105708689310634,0.40800000000000003,5
surv,xgb,pathological,1,0.6335886652660411,0.04497084329302355,0.6302002442002442,0.028365371566074805,0.6426229508196721,0.05362435158621682,0.45600000000000007,5
surv,xgb,spatial,1,0.5774458345460757,0.05716555883677741,0.5465103785103784,0.07266661664815001,0.5901639344262295,0.0685786906995144,0.56,5
surv,xgb,temporal,1,0.5643694200650236,0.038722145263067706,0.5240842490842491,0.0684480145426999,0.5868852459016394,0.024315404875723513,0.422,5
surv,xgb,semantic,1,0.5554488951660215,0.029998218893751642,0.5119658119658119,0.05907719554550325,0.6032786885245902,0.04398822250819258,0.43200000000000005,5
