endpoint,model,subset_key,subset_modalities,n_modalities,fold,threshold,weighted_f1,auc,acc,n_train,n_val
rec,et,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,3,0.43,0.7162370070171489,0.5403225806451613,0.7738095238095238,335,84
rec,lgbm,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,3,0.15,0.7093523976754881,0.5857771260997068,0.7380952380952381,335,84
rec,rf,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,3,0.38,0.727766106442577,0.5703812316715542,0.7619047619047619,335,84
rec,voting,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,3,0.45,0.7367346938775512,0.5799120234604106,0.7857142857142857,335,84
rec,xgb,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,3,0.52,0.7367346938775512,0.656891495601173,0.7857142857142857,335,84
rec,et,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,4,0.3,0.7449144872171612,0.6766513056835637,0.7469879518072289,336,83
rec,lgbm,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,4,0.35,0.7589906568130059,0.6781874039938556,0.7951807228915663,336,83
rec,rf,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,4,0.36,0.7543088384070633,0.67357910906298,0.7710843373493976,336,83
rec,voting,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,4,0.53,0.7589302264001059,0.6658986175115208,0.8072289156626506,336,83
rec,xgb,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,4,0.47,0.7589906568130059,0.6205837173579108,0.7951807228915663,336,83
rec,et,semantic+temporal+spatial,semantic+temporal+spatial,3,0,0.33,0.6571428571428571,0.6530612244897959,0.7142857142857143,335,84
rec,lgbm,semantic+temporal+spatial,semantic+temporal+spatial,3,0,0.15,0.6615257829055805,0.54572940287226,0.7023809523809523,335,84
rec,rf,semantic+temporal+spatial,semantic+temporal+spatial,3,0,0.27,0.6651785714285714,0.6666666666666667,0.6428571428571429,335,84
rec,voting,semantic+temporal+spatial,semantic+temporal+spatial,3,0,0.24,0.6801470588235294,0.5918367346938775,0.7142857142857143,335,84
rec,xgb,semantic+temporal+spatial,semantic+temporal+spatial,3,0,0.2,0.6892010535557506,0.5449735449735449,0.7142857142857143,335,84
rec,et,semantic+temporal+spatial,semantic+temporal+spatial,3,1,0.35,0.6801470588235294,0.544973544973545,0.7142857142857143,335,84
rec,lgbm,semantic+temporal+spatial,semantic+temporal+spatial,3,1,0.12,0.706015037593985,0.4769463340891912,0.7261904761904762,335,84
rec,rf,semantic+temporal+spatial,semantic+temporal+spatial,3,1,0.31,0.680451127819549,0.5034013605442177,0.7023809523809523,335,84
rec,voting,semantic+temporal+spatial,semantic+temporal+spatial,3,1,0.21,0.6943947525342874,0.5117157974300832,0.7023809523809523,335,84
rec,xgb,semantic+temporal+spatial,semantic+temporal+spatial,3,1,0.47,0.6952023988005996,0.4716553287981859,0.7738095238095238,335,84
rec,et,semantic+temporal+spatial,semantic+temporal+spatial,3,2,0.32,0.72301024428684,0.6061980347694634,0.7738095238095238,335,84
rec,lgbm,semantic+temporal+spatial,semantic+temporal+spatial,3,2,0.18,0.6571428571428571,0.5238095238095237,0.7142857142857143,335,84
rec,rf,semantic+temporal+spatial,semantic+temporal+spatial,3,2,0.33,0.7056561647233937,0.4792139077853363,0.75,335,84
rec,voting,semantic+temporal+spatial,semantic+temporal+spatial,3,2,0.18,0.662059620596206,0.5389266817838246,0.6547619047619048,335,84
rec,xgb,semantic+temporal+spatial,semantic+temporal+spatial,3,2,0.13,0.6759170347608988,0.5215419501133787,0.6785714285714286,335,84
rec,et,semantic+temporal+spatial,semantic+temporal+spatial,3,3,0.38,0.6782312925170069,0.3914956011730205,0.7380952380952381,335,84
rec,lgbm,semantic+temporal+spatial,semantic+temporal+spatial,3,3,0.04,0.6761196013289036,0.5161290322580645,0.6785714285714286,335,84
rec,rf,semantic+temporal+spatial,semantic+temporal+spatial,3,3,0.36,0.6640354950214105,0.4604105571847507,0.7380952380952381,335,84
rec,voting,semantic+temporal+spatial,semantic+temporal+spatial,3,3,0.22,0.6654641654641654,0.4816715542521994,0.6904761904761905,335,84
rec,xgb,semantic+temporal+spatial,semantic+temporal+spatial,3,3,0.28,0.6902691511387165,0.5036656891495601,0.7380952380952381,335,84
rec,et,semantic+temporal+spatial,semantic+temporal+spatial,3,4,0.31,0.7025843833348663,0.5698924731182795,0.7228915662650602,336,83
rec,lgbm,semantic+temporal+spatial,semantic+temporal+spatial,3,4,0.44,0.6917398997021836,0.5184331797235022,0.7710843373493976,336,83
rec,rf,semantic+temporal+spatial,semantic+temporal+spatial,3,4,0.32,0.7034144038841934,0.5629800307219662,0.7349397590361446,336,83
rec,voting,semantic+temporal+spatial,semantic+temporal+spatial,3,4,0.44,0.666240720457588,0.5353302611367128,0.7590361445783133,336,83
rec,xgb,semantic+temporal+spatial,semantic+temporal+spatial,3,4,0.68,0.666240720457588,0.5161290322580645,0.7590361445783133,336,83
rec,et,spatial,spatial,1,0,0.31,0.65625,0.5343915343915344,0.7380952380952381,335,84
rec,lgbm,spatial,spatial,1,0,0.0999999999999999,0.6717171717171718,0.5056689342403627,0.6904761904761905,335,84
rec,rf,spatial,spatial,1,0,0.33,0.6722643553629469,0.4799697656840513,0.7380952380952381,335,84
rec,voting,spatial,spatial,1,0,0.29,0.6857142857142858,0.5419501133786848,0.7380952380952381,335,84
rec,xgb,spatial,spatial,1,0,0.27,0.7142857142857143,0.565381708238851,0.7619047619047619,335,84
rec,et,spatial,spatial,1,1,0.3,0.6801470588235294,0.4822373393801966,0.7142857142857143,335,84
rec,lgbm,spatial,spatial,1,1,0.11,0.680451127819549,0.5321239606953894,0.7023809523809523,335,84
rec,rf,spatial,spatial,1,1,0.32,0.7056561647233937,0.5018896447467875,0.75,335,84
rec,voting,spatial,spatial,1,1,0.35,0.7103496503496503,0.5472411186696902,0.7738095238095238,335,84
rec,xgb,spatial,spatial,1,1,0.24,0.715100965759438,0.6266061980347696,0.7380952380952381,335,84
rec,et,spatial,spatial,1,2,0.33,0.6952023988005996,0.526832955404384,0.7738095238095238,335,84
rec,lgbm,spatial,spatial,1,2,0.41,0.6631184407796102,0.5170068027210883,0.75,335,84
rec,rf,spatial,spatial,1,2,0.31,0.6801470588235294,0.5109599395313681,0.7142857142857143,335,84
rec,voting,spatial,spatial,1,2,0.22,0.6717171717171718,0.582766439909297,0.6904761904761905,335,84
rec,xgb,spatial,spatial,1,2,0.25,0.7056561647233937,0.5684051398337113,0.75,335,84
rec,et,spatial,spatial,1,3,0.3,0.6540975702736945,0.4640762463343109,0.7023809523809523,335,84
rec,lgbm,spatial,spatial,1,3,0.04,0.6420282398673753,0.5205278592375366,0.6309523809523809,335,84
rec,rf,spatial,spatial,1,3,0.33,0.6640354950214105,0.4208211143695015,0.7380952380952381,335,84
rec,voting,spatial,spatial,1,3,0.19,0.6571944767066719,0.4926686217008797,0.6547619047619048,335,84
rec,xgb,spatial,spatial,1,3,0.15,0.6761196013289036,0.5065982404692082,0.6785714285714286,335,84
rec,et,spatial,spatial,1,4,0.29,0.6814017976668578,0.5691244239631336,0.6867469879518072,336,83
rec,lgbm,spatial,spatial,1,4,0.65,0.7155523502460547,0.5376344086021505,0.7831325301204819,336,83
rec,rf,spatial,spatial,1,4,0.32,0.6903585565282714,0.4930875576036866,0.7469879518072289,336,83
rec,voting,spatial,spatial,1,4,0.33,0.6986627830001324,0.5499231950844854,0.7590361445783133,336,83
rec,xgb,spatial,spatial,1,4,0.22,0.6912987269495269,0.553763440860215,0.6867469879518072,336,83
rec,et,temporal,temporal,1,0,0.33,0.6879513100887147,0.6084656084656085,0.7023809523809523,335,84
rec,lgbm,temporal,temporal,1,0,0.26,0.6943947525342874,0.6009070294784581,0.7023809523809523,335,84
rec,rf,temporal,temporal,1,0,0.56,0.6631184407796102,0.5918367346938775,0.75,335,84
rec,voting,temporal,temporal,1,0,0.45,0.664696611505122,0.581254724111867,0.7261904761904762,335,84
rec,xgb,temporal,temporal,1,0,0.59,0.6798601398601398,0.5094482237339379,0.75,335,84
rec,et,temporal,temporal,1,1,0.39,0.6548872180451127,0.5502645502645502,0.6785714285714286,335,84
rec,lgbm,temporal,temporal,1,1,0.6,0.6886037202731341,0.5105820105820106,0.7261904761904762,335,84
rec,rf,temporal,temporal,1,1,0.43,0.6548872180451127,0.5124716553287982,0.6785714285714286,335,84
rec,voting,temporal,temporal,1,1,0.52,0.6571428571428571,0.5336356764928194,0.7142857142857143,335,84
rec,xgb,temporal,temporal,1,1,0.48,0.6892010535557506,0.546485260770975,0.7142857142857143,335,84
rec,et,temporal,temporal,1,2,0.5700000000000001,0.65625,0.4920634920634921,0.7380952380952381,335,84
rec,lgbm,temporal,temporal,1,2,0.26,0.6950146627565983,0.6628873771730914,0.6904761904761905,335,84
rec,rf,temporal,temporal,1,2,0.25,0.7321428571428571,0.6462585034013606,0.7142857142857143,335,84
rec,voting,temporal,temporal,1,2,0.29,0.6890276068225778,0.6228269085411943,0.6785714285714286,335,84
rec,xgb,temporal,temporal,1,2,0.54,0.7246376811594202,0.5918367346938775,0.7619047619047619,335,84
rec,et,temporal,temporal,1,3,0.4,0.64804318488529,0.5186950146627566,0.6666666666666666,335,84
rec,lgbm,temporal,temporal,1,3,0.8200000000000001,0.6863672182821119,0.5417888563049853,0.75,335,84
rec,rf,temporal,temporal,1,3,0.47,0.6911976911976913,0.5469208211143695,0.7142857142857143,335,84
rec,voting,temporal,temporal,1,3,0.34,0.6711808030411023,0.5498533724340176,0.6666666666666666,335,84
rec,xgb,temporal,temporal,1,3,0.34,0.6666666666666666,0.5835777126099707,0.6666666666666666,335,84
rec,et,temporal,temporal,1,4,0.36,0.7214741318214032,0.5522273425499232,0.7590361445783133,336,83
rec,lgbm,temporal,temporal,1,4,0.37,0.6494897500449559,0.5345622119815668,0.6867469879518072,336,83
rec,rf,temporal,temporal,1,4,0.44,0.6903585565282714,0.5783410138248848,0.7469879518072289,336,83
rec,voting,temporal,temporal,1,4,0.4,0.6821197834817532,0.5499231950844854,0.7349397590361446,336,83
rec,xgb,temporal,temporal,1,4,0.47,0.6936215450035436,0.5445468509984639,0.7349397590361446,336,83
rec,et,temporal+pathological,temporal+pathological,2,0,0.37,0.762842995667423,0.6923658352229781,0.7738095238095238,335,84
rec,lgbm,temporal+pathological,temporal+pathological,2,0,0.52,0.7242424242424244,0.6160241874527589,0.75,335,84
rec,rf,temporal+pathological,temporal+pathological,2,0,0.38,0.7474747474747474,0.6832955404383976,0.7619047619047619,335,84
rec,voting,temporal+pathological,temporal+pathological,2,0,0.5700000000000001,0.7521670606776989,0.655328798185941,0.7976190476190477,335,84
rec,xgb,temporal+pathological,temporal+pathological,2,0,0.63,0.7428571428571429,0.6243386243386243,0.7857142857142857,335,84
rec,et,temporal+pathological,temporal+pathological,2,1,0.29,0.7683535281539559,0.7188208616780046,0.7619047619047619,335,84
rec,lgbm,temporal+pathological,temporal+pathological,2,1,0.87,0.7020585048754063,0.6659108087679516,0.7619047619047619,335,84
rec,rf,temporal+pathological,temporal+pathological,2,1,0.36,0.7677400119260585,0.7369614512471656,0.7738095238095238,335,84
rec,voting,temporal+pathological,temporal+pathological,2,1,0.24,0.7319783197831978,0.6885865457294029,0.7261904761904762,335,84
rec,xgb,temporal+pathological,temporal+pathological,2,1,0.13,0.7274576271186441,0.6523053665910808,0.7142857142857143,335,84
rec,et,temporal+pathological,temporal+pathological,2,2,0.4,0.8446005267778754,0.7679516250944822,0.8571428571428571,335,84
rec,lgbm,temporal+pathological,temporal+pathological,2,2,0.18,0.7857142857142857,0.7301587301587301,0.7857142857142857,335,84
rec,rf,temporal+pathological,temporal+pathological,2,2,0.46,0.8400735294117647,0.7467876039304611,0.8571428571428571,335,84
rec,voting,temporal+pathological,temporal+pathological,2,2,0.67,0.7813238770685578,0.7346938775510204,0.8214285714285714,335,84
rec,xgb,temporal+pathological,temporal+pathological,2,2,0.31,0.7811675751714436,0.7467876039304611,0.7738095238095238,335,84
rec,et,temporal+pathological,temporal+pathological,2,3,0.49,0.7074829931972789,0.5278592375366569,0.7619047619047619,335,84
rec,lgbm,temporal+pathological,temporal+pathological,2,3,0.77,0.727766106442577,0.5740469208211143,0.7619047619047619,335,84
rec,rf,temporal+pathological,temporal+pathological,2,3,0.46,0.7275165089603194,0.5733137829912023,0.7738095238095238,335,84
rec,voting,temporal+pathological,temporal+pathological,2,3,0.62,0.7367346938775512,0.5674486803519061,0.7857142857142857,335,84
rec,xgb,temporal+pathological,temporal+pathological,2,3,0.8,0.7367346938775512,0.6092375366568915,0.7857142857142857,335,84
rec,et,temporal+pathological,temporal+pathological,2,4,0.42,0.7306366164380653,0.6336405529953917,0.7710843373493976,336,83
rec,lgbm,temporal+pathological,temporal+pathological,2,4,0.8,0.6903585565282714,0.5937019969278035,0.7469879518072289,336,83
rec,rf,temporal+pathological,temporal+pathological,2,4,0.43,0.7303767308038123,0.6428571428571428,0.7590361445783133,336,83
rec,voting,temporal+pathological,temporal+pathological,2,4,0.29,0.6907679172170208,0.6129032258064516,0.6987951807228916,336,83
rec,xgb,temporal+pathological,temporal+pathological,2,4,0.22,0.7010731525079329,0.620583717357911,0.6987951807228916,336,83
rec,et,temporal+pathological+spatial,temporal+pathological+spatial,3,0,0.31,0.7530364372469636,0.7180650037792895,0.7619047619047619,335,84
rec,lgbm,temporal+pathological+spatial,temporal+pathological+spatial,3,0,0.04,0.7419354838709677,0.6893424036281179,0.7380952380952381,335,84
rec,rf,temporal+pathological+spatial,temporal+pathological+spatial,3,0,0.29,0.751906976744186,0.7052154195011338,0.75,335,84
rec,voting,temporal+pathological+spatial,temporal+pathological+spatial,3,0,0.2,0.7451888809693514,0.7127739984882843,0.7380952380952381,335,84
rec,xgb,temporal+pathological+spatial,temporal+pathological+spatial,3,0,0.23,0.7677400119260585,0.6938775510204082,0.7738095238095238,335,84
rec,et,temporal+pathological+spatial,temporal+pathological+spatial,3,1,0.3,0.7653958944281525,0.7052154195011338,0.7619047619047619,335,84
rec,lgbm,temporal+pathological+spatial,temporal+pathological+spatial,3,1,0.13,0.7719416170539658,0.691609977324263,0.7738095238095238,335,84
rec,rf,temporal+pathological+spatial,temporal+pathological+spatial,3,1,0.31,0.7991627906976744,0.7309145880574451,0.7976190476190477,335,84
rec,voting,temporal+pathological+spatial,temporal+pathological+spatial,3,1,0.35,0.7928007023705005,0.7294028722600151,0.8095238095238095,335,84
rec,xgb,temporal+pathological+spatial,temporal+pathological+spatial,3,1,0.23,0.7959477626272327,0.691609977324263,0.7976190476190477,335,84
rec,et,temporal+pathological+spatial,temporal+pathological+spatial,3,2,0.38,0.8400735294117647,0.7906273620559335,0.8571428571428571,335,84
rec,lgbm,temporal+pathological+spatial,temporal+pathological+spatial,3,2,0.21,0.8292929292929292,0.7959183673469388,0.8452380952380952,335,84
rec,rf,temporal+pathological+spatial,temporal+pathological+spatial,3,2,0.42,0.8239934071109017,0.761904761904762,0.8452380952380952,335,84
rec,voting,temporal+pathological+spatial,temporal+pathological+spatial,3,2,0.31,0.8292929292929292,0.7702191987906273,0.8452380952380952,335,84
rec,xgb,temporal+pathological+spatial,temporal+pathological+spatial,3,2,0.25,0.8232323232323233,0.7551020408163266,0.8333333333333334,335,84
rec,et,temporal+pathological+spatial,temporal+pathological+spatial,3,3,0.42,0.6988340362193005,0.5256598240469208,0.75,335,84
rec,lgbm,temporal+pathological+spatial,temporal+pathological+spatial,3,3,0.2,0.7486022749180644,0.626099706744868,0.7619047619047619,335,84
rec,rf,temporal+pathological+spatial,temporal+pathological+spatial,3,3,0.42,0.7275165089603194,0.5564516129032258,0.7738095238095238,335,84
rec,voting,temporal+pathological+spatial,temporal+pathological+spatial,3,3,0.4,0.7371141534080079,0.5725806451612903,0.7738095238095238,335,84
rec,xgb,temporal+pathological+spatial,temporal+pathological+spatial,3,3,0.33,0.7357749069777164,0.6275659824046921,0.7619047619047619,335,84
rec,et,temporal+pathological+spatial,temporal+pathological+spatial,3,4,0.37,0.7543088384070633,0.6643625192012289,0.7710843373493976,336,83
rec,lgbm,temporal+pathological+spatial,temporal+pathological+spatial,3,4,0.42,0.7671863079558376,0.6674347158218126,0.7951807228915663,336,83
rec,rf,temporal+pathological+spatial,temporal+pathological+spatial,3,4,0.42,0.749337879094315,0.6459293394777265,0.7951807228915663,336,83
rec,voting,temporal+pathological+spatial,temporal+pathological+spatial,3,4,0.46,0.7771793054571225,0.6497695852534562,0.8072289156626506,336,83
rec,xgb,temporal+pathological+spatial,temporal+pathological+spatial,3,4,0.41,0.757339057723431,0.6251920122887865,0.7831325301204819,336,83
rec,et,temporal+spatial,temporal+spatial,2,0,0.35,0.6886037202731341,0.5676492819349962,0.7261904761904762,335,84
rec,lgbm,temporal+spatial,temporal+spatial,2,0,0.06,0.6853658536585365,0.5222978080120937,0.6785714285714286,335,84
rec,rf,temporal+spatial,temporal+spatial,2,0,0.3,0.6699463327370304,0.6114890400604686,0.6785714285714286,335,84
rec,voting,temporal+spatial,temporal+spatial,2,0,0.25,0.6801470588235294,0.5850340136054422,0.7142857142857143,335,84
rec,xgb,temporal+spatial,temporal+spatial,2,0,0.3,0.7336889109402133,0.5797430083144368,0.7738095238095238,335,84
rec,et,temporal+spatial,temporal+spatial,2,1,0.34,0.6717171717171718,0.4988662131519273,0.6904761904761905,335,84
rec,lgbm,temporal+spatial,temporal+spatial,2,1,0.12,0.7283400809716599,0.5736961451247166,0.7380952380952381,335,84
rec,rf,temporal+spatial,temporal+spatial,2,1,0.32,0.680451127819549,0.5404383975812548,0.7023809523809523,335,84
rec,voting,temporal+spatial,temporal+spatial,2,1,0.26,0.706015037593985,0.5933484504913077,0.7261904761904762,335,84
